lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,canonical_smiles
N,ethyl,isopropyl,C3,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CCN(CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C4,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CCN(CCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C5,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CCN(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C6,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CCN(CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C1,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C1><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C2,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C2><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C3,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C3><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C4,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C5,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C5><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C6,pentafluorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_pentafluorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(F)c(F)c(F)c(F)c1F)C(C)C
N,ethyl,isopropyl,C1,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C1><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C2,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C2><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C3,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C3><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C4,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C5,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C5><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C6,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CCN(CCCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C1,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C1><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C2,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C2><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C3,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C3><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C4,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C5,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C5><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C6,pentachlorophenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C
N,ethyl,isopropyl,C1,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C1><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,isopropyl,C2,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C2><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,isopropyl,C3,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C3><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,isopropyl,C4,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,isopropyl,C5,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C5><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,isopropyl,C6,bis_cf3_phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C6><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,ethyl,cyclohexyl,C1,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_phenyl>,CCN(CB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_phenyl>,CCN(CCB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_phenyl>,CCN(CCCB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_phenyl>,CCN(CCCCB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_phenyl>,CCN(CCCCCB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_phenyl>,CCN(CCCCCCB(c1ccccc1)c1ccccc1)C1CCCCC1
N,ethyl,cyclohexyl,C1,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_p_tolyl>,CCN(CB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_p_tolyl>,CCN(CCB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_p_tolyl>,CCN(CCCB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_p_tolyl>,CCN(CCCCB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_p_tolyl>,CCN(CCCCCB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_p_tolyl>,CCN(CCCCCCB(c1ccccc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C1,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_mesityl>,CCN(CB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_mesityl>,CCN(CCB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_mesityl>,CCN(CCCB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_mesityl>,CCN(CCCCB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_mesityl>,CCN(CCCCCB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_mesityl>,CCN(CCCCCCB(c1ccccc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C1,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,CCN(CCCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C1,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C1,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C2,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C3,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C4,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C5,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C6,phenyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,CCN(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C1,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_p_tolyl><LA2_p_tolyl>,CCN(CB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C2,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_p_tolyl><LA2_p_tolyl>,CCN(CCB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C3,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_p_tolyl>,CCN(CCCB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C4,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_p_tolyl><LA2_p_tolyl>,CCN(CCCCB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C5,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_p_tolyl><LA2_p_tolyl>,CCN(CCCCCB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C6,p_tolyl,p_tolyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_p_tolyl><LA2_p_tolyl>,CCN(CCCCCCB(c1ccc(C)cc1)c1ccc(C)cc1)C1CCCCC1
N,ethyl,cyclohexyl,C1,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_p_tolyl><LA2_mesityl>,CCN(CB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C2,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_p_tolyl><LA2_mesityl>,CCN(CCB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C3,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_mesityl>,CCN(CCCB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C4,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_p_tolyl><LA2_mesityl>,CCN(CCCCB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C5,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_p_tolyl><LA2_mesityl>,CCN(CCCCCB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C6,p_tolyl,mesityl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_p_tolyl><LA2_mesityl>,CCN(CCCCCCB(c1ccc(C)cc1)c1c(C)cc(C)cc1C)C1CCCCC1
N,ethyl,cyclohexyl,C1,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C2,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CCB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C3,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CCCB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C4,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CCCCB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C5,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CCCCCB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C6,p_tolyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_p_tolyl><LA2_pentafluorophenyl>,CCN(CCCCCCB(c1ccc(C)cc1)c1c(F)c(F)c(F)c(F)c1F)C1CCCCC1
N,ethyl,cyclohexyl,C1,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C2,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CCB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C3,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CCCB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C4,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CCCCB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C5,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C5><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CCCCCB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C6,p_tolyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C6><LA1_p_tolyl><LA2_pentachlorophenyl>,CCN(CCCCCCB(c1ccc(C)cc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C1CCCCC1
N,ethyl,cyclohexyl,C1,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C1><LA1_p_tolyl><LA2_bis_cf3_phenyl>,CCN(CB(c1ccc(C)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C2,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C2><LA1_p_tolyl><LA2_bis_cf3_phenyl>,CCN(CCB(c1ccc(C)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C3,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C3><LA1_p_tolyl><LA2_bis_cf3_phenyl>,CCN(CCCB(c1ccc(C)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
N,ethyl,cyclohexyl,C4,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_ethyl><LB2_cyclohexyl><LINKER_C4><LA1_p_tolyl><LA2_bis_cf3_phenyl>,CCN(CCCCB(c1ccc(C)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1
